country_code,country,indicator_code,indicator,year,data_value
MEX,Mexico,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,12.0
MEX,Mexico,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,12.0
MEX,Mexico,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,12.0
MEX,Mexico,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,12.0
MEX,Mexico,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,1.0
MEX,Mexico,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,1.0
MEX,Mexico,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,1.0
MEX,Mexico,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,1.0
MEX,Mexico,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,1.0
NLD,Netherlands,CWB1A,Children (0-17) living with two parents (%),2014,86.2
NLD,Netherlands,CWB1A,Children (0-17) living with two parents (%),2015,86.4
NLD,Netherlands,CWB1A,Children (0-17) living with two parents (%),2016,86.6
NLD,Netherlands,CWB1A,Children (0-17) living with two parents (%),2017,86.8
NLD,Netherlands,CWB1A,Children (0-17) living with two parents (%),2018,87.4
NLD,Netherlands,CWB1B,Children (0-17) living with a single parent (%),2014,13.3
NLD,Netherlands,CWB1B,Children (0-17) living with a single parent (%),2015,12.7
NLD,Netherlands,CWB1B,Children (0-17) living with a single parent (%),2016,13.1
NLD,Netherlands,CWB1B,Children (0-17) living with a single parent (%),2017,12.8
NLD,Netherlands,CWB1B,Children (0-17) living with a single parent (%),2018,12.4
NLD,Netherlands,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.5
NLD,Netherlands,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.8
NLD,Netherlands,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.3
NLD,Netherlands,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.4
NLD,Netherlands,CWB1C,Children (0-17) living in 'other' types of household (%),2018,0.2
NLD,Netherlands,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,70.4
NLD,Netherlands,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,71.3
NLD,Netherlands,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,72.8
NLD,Netherlands,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,72.7
NLD,Netherlands,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,74.0
NLD,Netherlands,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,7.8
NLD,Netherlands,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,7.7
NLD,Netherlands,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,7.7
NLD,Netherlands,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,7.3
NLD,Netherlands,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,7.5
NLD,Netherlands,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,31818.9
NLD,Netherlands,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,31291.3
NLD,Netherlands,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,32090.2
NLD,Netherlands,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.8
NLD,Netherlands,CWB9,Children (0-17) in overcrowded households (%),2014,4.4
NLD,Netherlands,CWB9,Children (0-17) in overcrowded households (%),2015,3.8
NLD,Netherlands,CWB9,Children (0-17) in overcrowded households (%),2016,6.1
NLD,Netherlands,CWB9,Children (0-17) in overcrowded households (%),2017,5.9
NLD,Netherlands,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,11.5
NLD,Netherlands,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.1
NLD,Netherlands,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,53.3
NLD,Netherlands,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,92.0
NLD,Netherlands,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,92.8
NLD,Netherlands,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,93.9
NLD,Netherlands,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,94.5
NLD,Netherlands,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,95.0
NLD,Netherlands,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,86.4
NLD,Netherlands,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,92.0
NLD,Netherlands,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,39.0
NLD,Netherlands,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,17.4
NLD,Netherlands,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,80.9
NLD,Netherlands,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,9.0
NLD,Netherlands,CWB35A,Reading performance at age 15 (PISA),2015,503.0
NLD,Netherlands,CWB35B,Mathematics performance at age 15 (PISA),2015,512.3
NLD,Netherlands,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,65.7
NLD,Netherlands,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,32.5
NLD,Netherlands,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,3.7
NLD,Netherlands,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,42.0
NLD,Netherlands,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0
NLD,Netherlands,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,16.0
NLD,Netherlands,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,16.0
NLD,Netherlands,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,16.0
NLD,Netherlands,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,26.4
NLD,Netherlands,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.4
NLD,Netherlands,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,0.4
NLD,Netherlands,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,0.4
NLD,Netherlands,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,0.4
NZL,New Zealand,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,25398.6
NZL,New Zealand,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.2
NZL,New Zealand,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,20.5
NZL,New Zealand,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,6.7
NZL,New Zealand,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,52.3
NZL,New Zealand,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,93.8
NZL,New Zealand,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,93.2
NZL,New Zealand,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,94.6
NZL,New Zealand,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.4
NZL,New Zealand,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,76.9
NZL,New Zealand,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,88.8
NZL,New Zealand,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,72.0
NZL,New Zealand,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,45.2
NZL,New Zealand,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,73.7
NZL,New Zealand,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,22.3
NZL,New Zealand,CWB35A,Reading performance at age 15 (PISA),2015,509.3
NZL,New Zealand,CWB35B,Mathematics performance at age 15 (PISA),2015,495.2
NZL,New Zealand,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,68.6
NZL,New Zealand,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,77.8
NZL,New Zealand,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,14.0
NZL,New Zealand,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0
NZL,New Zealand,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,18.0
NZL,New Zealand,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,18.0
NZL,New Zealand,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,18.0
NZL,New Zealand,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,0.0
NZL,New Zealand,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0
NZL,New Zealand,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,0.0
NZL,New Zealand,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,0.0
NZL,New Zealand,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,0.0
NOR,Norway,CWB1A,Children (0-17) living with two parents (%),2014,82.7
NOR,Norway,CWB1A,Children (0-17) living with two parents (%),2015,78.4
NOR,Norway,CWB1A,Children (0-17) living with two parents (%),2016,77.0
NOR,Norway,CWB1A,Children (0-17) living with two parents (%),2017,76.9
NOR,Norway,CWB1A,Children (0-17) living with two parents (%),2018,78.9
NOR,Norway,CWB1B,Children (0-17) living with a single parent (%),2014,15.9
NOR,Norway,CWB1B,Children (0-17) living with a single parent (%),2015,19.8
NOR,Norway,CWB1B,Children (0-17) living with a single parent (%),2016,21.6
NOR,Norway,CWB1B,Children (0-17) living with a single parent (%),2017,20.8
NOR,Norway,CWB1B,Children (0-17) living with a single parent (%),2018,19.4
NOR,Norway,CWB1C,Children (0-17) living in 'other' types of household (%),2014,1.4
NOR,Norway,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.8
NOR,Norway,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.4
NOR,Norway,CWB1C,Children (0-17) living in 'other' types of household (%),2017,2.3
NOR,Norway,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.7
NOR,Norway,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,37157.7
NOR,Norway,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,37820.5
NOR,Norway,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,36468.0
NOR,Norway,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2017,36588.4
NOR,Norway,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.6
NOR,Norway,CWB9,Children (0-17) in overcrowded households (%),2014,4.8
NOR,Norway,CWB9,Children (0-17) in overcrowded households (%),2015,4.9
NOR,Norway,CWB9,Children (0-17) in overcrowded households (%),2016,5.2
NOR,Norway,CWB9,Children (0-17) in overcrowded households (%),2017,6.2
NOR,Norway,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,19.2
NOR,Norway,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,4.1
NOR,Norway,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,62.3
NOR,Norway,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,96.6
NOR,Norway,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,96.7
NOR,Norway,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,96.7
NOR,Norway,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,96.9
NOR,Norway,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.4
NOR,Norway,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,76.3
NOR,Norway,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,83.4
NOR,Norway,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,60.9
NOR,Norway,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,24.1
NOR,Norway,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,75.7
NOR,Norway,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,12.1
NOR,Norway,CWB35A,Reading performance at age 15 (PISA),2015,513.2
NOR,Norway,CWB35B,Mathematics performance at age 15 (PISA),2015,501.7
NOR,Norway,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,87.0
NOR,Norway,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,91.0
NOR,Norway,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,91.0
NOR,Norway,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,91.0
NOR,Norway,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,91.0
NOR,Norway,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,14.0
NOR,Norway,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,10.0
NOR,Norway,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,10.0
NOR,Norway,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,10.0
NOR,Norway,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,10.0
POL,Poland,CWB1A,Children (0-17) living with two parents (%),2014,89.3
POL,Poland,CWB1A,Children (0-17) living with two parents (%),2015,89.4
POL,Poland,CWB1A,Children (0-17) living with two parents (%),2016,89.5
POL,Poland,CWB1A,Children (0-17) living with two parents (%),2017,89.7
POL,Poland,CWB1A,Children (0-17) living with two parents (%),2018,90.1
POL,Poland,CWB1B,Children (0-17) living with a single parent (%),2014,9.9
POL,Poland,CWB1B,Children (0-17) living with a single parent (%),2015,9.8
POL,Poland,CWB1B,Children (0-17) living with a single parent (%),2016,9.9
POL,Poland,CWB1B,Children (0-17) living with a single parent (%),2017,9.9
POL,Poland,CWB1B,Children (0-17) living with a single parent (%),2018,9.0
